Incumbent,Name,Office,Party,Percent,Won,Year,CF_ID,Self,Ind_DE,PAC,National_Sub_Committees,sub_100,Candidate_Committee,Individual,Contrib_Total,Candidate Expenses,Contributions,Field Expenses,Fund Raiser,Mail,Media,Printing and Campaign Materials,Rent and Other Office expenses,Salaries and Other compensation,smol,Expend_Total
1,BETHANY HALL-LONG,STATE SENATOR DISTRICT 10,D,51.1,1,2014,1003536,0,138391.39,63110,0,9250,19890.33,20900,251541.72,3162.12,5755,24559.69,18125.09,71288.2,5880.09,24251.76,6536.53,45788.24,0,205346.72
1,BETHANY HALL-LONG,STATE SENATOR DISTRICT 10,D,51.1,1,2014,1000183,0,30151,33125,0,14245,3900,5150,86571,1744,8540.33,4208.18,12560.56,3334.23,5766.53,3541.5,692.96,200,2144.04,42732.33
0,JOHN MARINO,STATE SENATOR DISTRICT 10,R,48.9,0,2014,1002318,4750.06,13525,6000,0,4469.77,800,0,29544.83,1744,0,0,855,0,0,8318.41,0,5,55.81,10978.22
0,JOHN MARINO,STATE SENATOR DISTRICT 10,R,48.9,0,2014,1003800,2635,0,0,0,0,0,0,2635,890,0,0,176.45,0,1062.5,1915,0,0,0,4043.95
1,BRYAN TOWNSEND,STATE SENATOR DISTRICT 11,D,100,1,2014,1002581,0,6950,10000,0,0,0,5100,22050,0,5705,1845.1,3104.85,286.21,13713.73,1331.99,52.96,4850,1485.93,32375.77
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,74.3,1,2014,1003502,60000,62984,10875,0,0,0,27875,161734,6840,600,3178.86,2055,13118.47,7736.32,11413.29,644.51,56200.05,1606.35,103392.85
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,74.3,1,2014,1000023,0,15570,11570,0,0,200,4230,31570,880,2450,0,1038.11,19409,4783,0,0,5430,675,34665.11
1,COLIN BONINI,STATE SENATOR DISTRICT 16,R,74.3,1,2014,1002090,0,500,1600,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0
0,MICHAEL S TEDESCO,STATE SENATOR DISTRICT 16,O,25.7,0,2014,1002314,1000,403,250,0,224,0,0,1877,0,0,149,225.38,0,97.24,879.16,0,0,0,1350.78
1,BRIAN BUSHWELLER,STATE SENATOR DISTRICT 17,D,60,1,2014,1000334,0,6930,23655,0,13595,1450,1200,46830,1761.04,4500,2240,759.59,398.6,11435.57,1976.52,201.06,0,200,23472.38
0,KIM E WARFIELD,STATE SENATOR DISTRICT 17,R,40,0,2014,1003104,260,7691,6850,200,3546.99,1200,1939,21686.99,880,2236.55,285,150,49,2293,5456.48,50.98,0,539.21,11940.22
1,F GARY SIMPSON,STATE SENATOR DISTRICT 18,R,66.7,1,2014,1000127,0,25755,24220,0,80,200,280,50535,0,2025,323.94,8353.84,5000,1597,5516.3,0,200,872,23888.08
0,PATRICK J EMORY,STATE SENATOR DISTRICT 18,D,33.3,0,2014,1001358,13652.01,5050,14650,0,1600,3300,0,38252.01,0,0,250,2703.81,0,4010.42,3752.73,18.95,0,0,10735.91
0,BRYANT L RICHARDSON,STATE SENATOR DISTRICT 21,R,53,1,2014,1002741,12723.18,4700,8050,0,2707.5,600,0,28780.68,1762,0,285.05,116,0,10818.09,831.9,90,50,0,13953.04
1,ROBERT L VENABLES SR,STATE SENATOR DISTRICT 21,D,45.9,0,2014,1000028,0,16700,21077,0,3750,3000,0,44527,1762,887.84,906.9,2000,2647.89,2705,7157.09,0,1168.82,50,19285.54
0,JOHN F POTTER,STATE SENATOR DISTRICT 21,O,1.1,0,2014,1003198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHARLES POTTER JR,STATE REPRESENTATIVE DISTRICT 1,D,100,1,2014,1000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHARLES POTTER JR,STATE REPRESENTATIVE DISTRICT 1,D,100,1,2014,1002568,0,5990,10775,0,7325,939.63,4300,29329.63,872,1590,2948.25,3136.99,642,2740,2656.23,866.53,350,2364.28,18166.28
1,STEPHANIE T BOLDEN,STATE REPRESENTATIVE DISTRICT 2,D,82,1,2014,1000078,0,1950,12200,0,1900,1800,2700,20550,872,0,488.95,1480.34,1262.05,5800.49,3042.45,755.95,0,448.56,14150.79
0,RICHARD LEROI DYTON,STATE REPRESENTATIVE DISTRICT 2,R,18,0,2014,1002775,0,1800,0,0,0,0,1200,3000,0,0,0,0,0,0,0,0,0,0,0
1,HELENE M KEELEY,STATE REPRESENTATIVE DISTRICT 3,D,82.9,1,2014,1000033,0,4675,24975,0,9800,900,2900,43250,872,4157,1235,3162,3659,2815,835,250,0,1598.6,18583.6
0,ROBERT I BOVELL,STATE REPRESENTATIVE DISTRICT 3,R,17.1,0,2014,1003194,0,600,600,0,400,0,1200,2800,0,35.42,0,0,0,0,0,0,0,0,35.42
1,GERALD L BRADY,STATE REPRESENTATIVE DISTRICT 4,D,59.7,1,2014,1001020,5400,8415,25800,0,6750,2400,150,48915,0,1812.19,3767.41,590,775,8343,795,4191.4,1600,1189.94,23063.94
0,ROBERT KEESLER,STATE REPRESENTATIVE DISTRICT 4,R,40.3,0,2014,1003822,1493.31,4950,200,0,1135.4,600,0,8378.71,1106,0,0,12.5,1976.34,197.46,1612.39,7.49,0,0,4912.18
0,ROBERT KEESLER,STATE REPRESENTATIVE DISTRICT 4,R,40.3,0,2014,1003133,2400,16283,6050,0,4725,2150,0,31608,0,0,0,751.43,1380,4753.28,7304.15,0,702.5,24.5,14915.86
1,MELANIE GEORGE SMITH,STATE REPRESENTATIVE DISTRICT 5,D,100,1,2014,1000293,0,9975,11825,0,100,0,3100,25000,0,1000,1598.84,780,3150,2013.29,375,1024.98,0,532.25,10474.36
1,DEBRA HEFFERNAN,STATE REPRESENTATIVE DISTRICT 6,D,63.4,1,2014,1002175,0,7450,20425,0,17678.88,1300,4300,51153.88,872,1250,433.59,5033.72,3370.4,2045.38,1707.06,1623.27,196,0,16531.42
0,KYLE K BUZZARD,STATE REPRESENTATIVE DISTRICT 6,R,36.6,0,2014,1003192,1003.37,300,400,0,250,0,600,2553.37,0,0,0,0,0,0,111.5,0,0,0,111.5
1,BRYON H SHORT,STATE REPRESENTATIVE DISTRICT 7,D,86.1,1,2014,1001546,0,10992.68,30853.86,0,15277,1500,3200,61823.54,1762,7620,3472.22,9177.68,3106,13770.21,969,1990.82,28832.07,1269.99,71969.99
0,C ROBERT WILSON,STATE REPRESENTATIVE DISTRICT 7,O,13.9,0,2014,1003578,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0
1,S QUINTON JOHNSON,STATE REPRESENTATIVE DISTRICT 8,D,61.4,1,2014,1001763,0,3885,23084.32,0,5275,300,1500,34044.32,872,1340,535,3109.82,2557.37,2632,330.15,0,117.5,0,11493.84
0,MATTHEW A BROWN,STATE REPRESENTATIVE DISTRICT 8,R,38.6,0,2014,1003176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,KEVIN S HENSLEY,STATE REPRESENTATIVE DISTRICT 9,R,51.5,1,2014,1003129,10000,28786.97,0,0,2800,0,1475,43061.97,0,0,100,1004.98,2527.09,688.09,11574.88,0,2000,0,17895.04
0,JASON J HORTIZ,STATE REPRESENTATIVE DISTRICT 9,D,46.2,0,2014,1003170,0,3500,12800,0,4215,2850,2825,26190,0,0,178.75,593.53,58.5,1981.07,3291.19,0,0,33.96,6137
0,DOUGLAS A CAMPBELL JR,STATE REPRESENTATIVE DISTRICT 9,O,2.3,0,2014,1003177,0,105,300,0,4,0,0,409,0,0,0,0,0,0,300,0,0,0,300
0,SEAN MATTHEWS,STATE REPRESENTATIVE DISTRICT 10,D,55.2,1,2014,1002578,0,7415,29123.65,0,2857.6,4950,1750,46096.25,0,0,48.8,0,16219.12,1002.84,7834.64,0,800,0,25905.4
0,JUDITH TRAVIS,STATE REPRESENTATIVE DISTRICT 10,R,44.8,0,2014,1002209,0,19600,6350,0,740,2725,4350,33765,872,0,0,808.51,539,300,4360.67,669.98,0,767.22,8317.38
1,JEFFREY N SPIEGELMAN,STATE REPRESENTATIVE DISTRICT 11,R,63.3,1,2014,1002700,0,10590,17675,0,9293,0,1200,38758,0,2100,125,3434.2,1667.59,8058.88,7159.27,419.55,162.25,0,23126.74
0,LYNNE W NEWLIN,STATE REPRESENTATIVE DISTRICT 11,D,36.7,0,2014,1001689,0,3200,8050,0,4047.49,2550,600,18447.49,880.82,0,0,626.48,0,200,6178.97,1244.65,0,334.23,9465.15
1,DEBORAH D HUDSON,STATE REPRESENTATIVE DISTRICT 12,R,65.3,1,2014,1000039,2428.67,2000,17225,0,1963.5,300,0,23917.17,872,3720,851.89,870,4576.93,7668.11,613,3811.8,0,0,22983.73
0,JEFFRY PORTER,STATE REPRESENTATIVE DISTRICT 12,D,34.7,0,2014,1003057,12372,1200,4700,0,2342.45,0,1300,21914.45,872,0,0,309.04,83,149.77,2257.5,0,0,0,3671.31
1,JOHN L MITCHELL JR,STATE REPRESENTATIVE DISTRICT 13,D,100,1,2014,1001316,0,450,4550,0,3500,0,350,8850,100,1772,625,4190,2459.99,979,0,0,0,0,10125.99
1,PETER C SCHWARTZKOPF,STATE REPRESENTATIVE DISTRICT 14,D,100,1,2014,1000275,0,48378.83,76425,0,5365,1850,2075,134093.83,1772,17580,5249.61,10943.87,18406.04,9606.93,4851.28,6833.14,418.31,3135.2,78796.38
1,VALERIE LONGHURST,STATE REPRESENTATIVE DISTRICT 15,D,68.1,1,2014,1000298,0,7625,50125,0,8783.99,1575,6610,74718.99,990,1975,2130.33,6487,5533.7,12002.54,4263.42,2774.22,20.63,0,36176.84
0,MATTHEW LENZINI,STATE REPRESENTATIVE DISTRICT 15,R,31.9,0,2014,1003084,0,4320,1200,0,2600,0,650,8770,872,0,0,540.11,610.3,338.1,6243.04,69,0,0,8672.55
1,JAMES JOHNSON,STATE REPRESENTATIVE DISTRICT 16,D,82.5,1,2014,1000396,0,3200,13900,0,580,1400,1800,20880,872,1125,470,129.95,2555.06,2284.95,1846.53,172,500,150,10105.49
0,GREGORY COVERDALE,STATE REPRESENTATIVE DISTRICT 16,R,17.5,0,2014,1003179,0,3896.32,0,0,198,0,1550,5644.32,0,0,0,58,0,334.86,0,0,0,0,392.86
1,MICHAEL MULROONEY,STATE REPRESENTATIVE DISTRICT 17,D,100,1,2014,1000120,0,1700,53175.22,0,4300,0,0,59175.22,0,1800,0,5375.59,2236.2,1834.93,0,0,0,0,11246.72
1,MICHAEL BARBIERI,STATE REPRESENTATIVE DISTRICT 18,D,100,1,2014,1001400,0,550,11125,0,2400,900,500,15475,0,5800,1861.55,1471.25,1335.67,2206,11319.69,223,5023.31,0,29240.47
1,KIMBERLY WILLIAMS,STATE REPRESENTATIVE DISTRICT 19,D,63.6,1,2014,1001986,0,900,16900,0,2330,2000,725,22855,0,700,619.39,809.02,5705.62,2194.4,7117.9,1058.74,0,1726.71,19931.78
0,JAMES STARTZMAN,STATE REPRESENTATIVE DISTRICT 19,R,36.4,0,2014,1003212,2136.59,2475,1100,0,250,0,0,5961.59,872,100,23.45,1115.93,0,1030.49,1709.67,127.99,0,48.8,5028.33
1,STEPHEN T SMYK,STATE REPRESENTATIVE DISTRICT 20,R,58.1,1,2014,1002679,0,13345,21400,0,13381.79,600,1100,49826.79,881,0,1930.13,359.83,0,2654.85,5706.31,98.89,0,100,11731.01
0,M MARIE MAYOR,STATE REPRESENTATIVE DISTRICT 20,D,39.6,0,2014,1002656,0,16875.02,6511.47,1400,12707.93,600,2900,40994.42,881,600,0,1041.94,4.9,3483.36,7872.26,0,0,0,13883.46
0,DONALD R AYOTTE,STATE REPRESENTATIVE DISTRICT 20,O,2.3,0,2014,1003135,1020,693,0,0,0,0,0,1713,0,0,0,0,0,0,1220,0,0,0,1220
1,MICHAEL RAMONE,STATE REPRESENTATIVE DISTRICT 21,R,80.8,1,2014,1001285,0,8830,13115,0,100,149.66,795,22989.66,872,1660,93,8415.42,330,3113.14,722.76,1361.03,1000,1352.86,18920.21
0,DAVID A MCCORQUODALE,STATE REPRESENTATIVE DISTRICT 21,O,19.2,0,2014,1003159,463.29,0,0,0,0,0,0,463.29,0,0,0,0,0,0,463.29,0,0,0,463.29
1,JOSEPH E MIRO,STATE REPRESENTATIVE DISTRICT 22,R,63.3,1,2014,1000070,0,4600,14325,0,2300,600,1500,23325,0,1075.95,225,1183.87,2400.08,2074.98,3077.13,396.37,0,411.59,10844.97
0,JOHN MACKENZIE,STATE REPRESENTATIVE DISTRICT 22,D,34.4,0,2014,1001785,4721.47,4945,7300,0,1505,3000,2400,23871.47,872,150,206.92,102.81,1020.34,1459.18,2513.4,39.9,0,0,6364.55
0,STEVEN H NEWTON,STATE REPRESENTATIVE DISTRICT 22,O,2.3,0,2014,1002998,0,2600,250,0,1720,0,400,4970,0,0,0,23.69,17.64,297.03,1438.62,0,0,0,1776.98
1,PAUL BAUMBACH,STATE REPRESENTATIVE DISTRICT 23,D,100,1,2014,1002735,10000,2125,9800,0,8106.49,800,1050,31881.49,872,235,697.82,2413.02,5654.91,1947.45,6014.88,1675.17,0,0,19510.25
1,EDWARD S OSIENSKI,STATE REPRESENTATIVE DISTRICT 24,D,100,1,2014,1002132,0,550,11475,0,3900,0,200,16125,872,850,836,825.5,3619.3,1325,576,726,0,0,9629.8
1,JOHN A KOWALKO JR.,STATE REPRESENTATIVE DISTRICT 25,D,100,1,2014,1000444,0,2000,6900,0,2500.52,0,1200,12600.52,0,2427,628.59,846.04,5908.36,345,3060.44,321.92,0,351,13888.35
1,JOHN VIOLA,STATE REPRESENTATIVE DISTRICT 26,D,100,1,2014,1000122,0,2860,17225,0,2000,0,125,22210,872,3375,375,1515.57,1134,125,925,0,0,0,8321.57
1,EARL JAQUES,STATE REPRESENTATIVE DISTRICT 27,D,100,1,2014,1001341,0,3750,13150,0,3075,0,600,20575,872,1400,0,691.44,6000.08,1000,2129,0,0,0,12092.52
0,WILLIAM CARSON,STATE REPRESENTATIVE DISTRICT 28,D,100,1,2014,1001609,0,9620,13135,0,0,350,2200,25305,880.82,1035,0,7856.58,2007,5941.58,948.5,0,0,1720.57,20390.05
1,W CHARLES PARADEE III,STATE REPRESENTATIVE DISTRICT 29,D,57.4,1,2014,1001577,1968.43,7600,26025,0,5121.11,3850,960,45524.54,880.82,300,938.3,3164.72,2055.59,580.65,22223.8,132.81,0,561.06,30837.75
0,PETER M KRAMER,STATE REPRESENTATIVE DISTRICT 29,R,42.6,0,2014,1003025,2681.85,3831.7,2960,0,1280.23,0,625,11378.78,0,0,0,7.5,10.1,2448.05,1680.69,35.83,0,0,4182.17
1,WILLIAM R OUTTEN,STATE REPRESENTATIVE DISTRICT 30,R,65.7,1,2014,1000413,0,6295,13615,0,5460,980,180,26530,440,240,0,3307.1,2384,7040.2,0,0,500,1237.55,15148.85
0,JONATHAN GALLO,STATE REPRESENTATIVE DISTRICT 30,D,33.1,0,2014,1002944,4460.14,7498.9,10754.75,0,11929.2,1825,800,37267.99,880.82,250,220.42,3311.19,1110.6,966.96,11365.44,72.39,0,0,18177.82
0,GORDON SMITH,STATE REPRESENTATIVE DISTRICT 30,O,1.2,0,2014,1002800,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0
0,SEAN M LYNN,STATE REPRESENTATIVE DISTRICT 31,D,53.3,1,2014,1003091,1607.82,7400,15000,300,4635,4200,660,33802.82,0,600,894.41,438.74,1366.53,2238.77,1826.96,0,0,40,7405.41
0,SAMUEL G CHICK,STATE REPRESENTATIVE DISTRICT 31,R,46.7,0,2014,1002810,0,15831.1,5050,0,5837.13,715.68,2032,29465.91,0,0,419.54,115.83,1269.25,541.24,3969.19,17.88,0,0,6332.93
1,ANDRIA L BENNETT,STATE REPRESENTATIVE DISTRICT 32,D,57.6,1,2014,1002779,0,2125,17862.05,0,3675,2324,785,26771.05,450,300,0,1291.57,0,0,0,500,0,0,2541.57
0,WILLIAM MCVAY,STATE REPRESENTATIVE DISTRICT 32,R,42.4,0,2014,1002243,0,0,0,0,0,0,0,0,440,550,0,0,0,0,0,0,0,0,990
1,HAROLD J PETERMAN,STATE REPRESENTATIVE DISTRICT 33,R,57.9,1,2014,1002805,0,4663,4800,0,7960,2450,0,19873,880.82,0,0,1437.5,0,7041.67,1050.36,0,0,54.37,10464.72
1,HAROLD J PETERMAN,STATE REPRESENTATIVE DISTRICT 33,R,57.9,1,2014,1002805,0,4663,4800,0,7960,2450,0,19873,880.82,0,0,1437.5,0,7041.67,1050.36,0,0,54.37,10464.72
0,JOHN KEVIN ROBBINS,STATE REPRESENTATIVE DISTRICT 33,D,42.1,0,2014,1002805,0,4663,4800,0,7960,2450,0,19873,880.82,0,0,1437.5,0,7041.67,1050.36,0,0,54.37,10464.72
0,JOHN KEVIN ROBBINS,STATE REPRESENTATIVE DISTRICT 33,D,42.1,0,2014,1002805,0,4663,4800,0,7960,2450,0,19873,880.82,0,0,1437.5,0,7041.67,1050.36,0,0,54.37,10464.72
1,HAROLD J PETERMAN,STATE REPRESENTATIVE DISTRICT 33,R,57.9,1,2014,1000093,12000,3450,6050,0,0,400,0,21900,0,800,335.91,0,11006.29,1075,620,0,1000,192.8,15030
0,LYNDON D YEARICK,STATE REPRESENTATIVE DISTRICT 34,R,64.4,1,2014,1003090,0,6525,13225,0,0,0,0,19750,0,600,0,901.26,147,2768,2445.42,0,0,693.53,7555.21
0,THEODORE YACUCCI,STATE REPRESENTATIVE DISTRICT 34,D,35.6,0,2014,1002644,0,200,1600,0,420,400,0,2620,0,0,0,0,0,2328,825,0,0,0,3153
1,DAVID L WILSON,STATE REPRESENTATIVE DISTRICT 35,R,100,1,2014,1001873,0,9123,10814,0,8061,760,200,28958,1772,600,1750,795.33,0,16031.21,2649.46,0,0,619.15,24217.15
1,HARVEY R KENTON,STATE REPRESENTATIVE DISTRICT 36,R,100,1,2014,1002144,0,3000,3350,0,0,360,1200,7910,891,1225,300,1045,3415,413.14,555,0,0,3753.84,11597.98
1,RUTH BRIGGS KING,STATE REPRESENTATIVE DISTRICT 37,R,65.3,1,2014,1002091,0,9147.24,22650,0,10094.46,1295.21,0,43186.91,881,0,990.55,1189.88,4772.2,17051.36,0,543.09,0,600.98,26029.06
0,PAULETTE ANN RAPPA,STATE REPRESENTATIVE DISTRICT 37,D,34.7,0,2014,1002963,0,1586,10171,0,2768,2100,250,16875,881,0,131.84,425,295.06,96.71,1106.77,209.07,0,475.47,3620.92
1,RONALD E GRAY,STATE REPRESENTATIVE DISTRICT 38,R,100,1,2014,1002711,593.3,2450,11650,0,5775,0,200,20668.3,881,0,729.97,3033.12,0,894,0,309.99,0,0,5848.08
1,DANIEL B SHORT,STATE REPRESENTATIVE DISTRICT 39,R,92.9,1,2014,1001340,0,4300,20850,0,700,1830,200,27880,0,850,513,708,0,5998.61,4393.78,1415,0,2033.26,15911.65
0,JAMES W BRITTINGHAM,STATE REPRESENTATIVE DISTRICT 39,O,7.1,0,2014,1003169,0,658.81,0,0,240,0,0,898.81,0,197,0,0,0,0,820,0,0,0,1017
1,TIMOTHY D DUKES,STATE REPRESENTATIVE DISTRICT 40,R,100,1,2014,1002690,0,8100,16900,0,4750,200,0,29950,881,0,2742,1225,0,1983,991.96,951.55,0,240.04,9014.55
0,RICHARD G COLLINS,STATE REPRESENTATIVE DISTRICT 41,R,52.2,1,2014,1002739,2000,22727.97,8925,600,7715,250,0,42217.97,881,200,598.71,1661.99,12904.85,3196.9,3444.16,378,0,0,23265.61
1,JOHN C ATKINS,STATE REPRESENTATIVE DISTRICT 41,D,47.8,0,2014,1000316,0,11025,21875,0,2711.31,4350,1000,40961.31,0,0,0,1188.87,98,1162.13,2464.21,31.6,0,0,4944.81
1,JOSEPH M REDA,COUNTY COUNCIL DISTRICT 1 (N),D,100,1,2014,1001317,0,2750,2850,0,200,0,600,6400,0,300,0,0,0,2158.97,0,800.51,0,0,3259.48
1,ROBERT S WEINER,COUNTY COUNCIL DISTRICT 2 (N),R,100,1,2014,1000069,0,10550,3599.99,0,1500,0,500,16149.99,1752,400,3443.93,0,88.2,7084.26,94.97,6817.14,9689.93,563.79,29934.22
1,JANET KILPATRICK,COUNTY COUNCIL DISTRICT 3 (N),R,100,1,2014,1002250,0,6000,3200,0,0,600,0,9800,0,0,428.12,0,5271.71,3647.14,6952.35,0,0,0,16299.32
1,PENROSE HOLLINS,COUNTY COUNCIL DISTRICT 4 (N),D,100,1,2014,1003724,0,20075,15580,0,2700,1175,4975,44505,1977,0,0,2849,1452,21531,7078,1711,600,445,37643
1,PENROSE HOLLINS,COUNTY COUNCIL DISTRICT 4 (N),D,100,1,2014,1002323,0,11150,0,0,2350,0,900,14400,1752,1100,0,2038,1270,5829,1519,525,125,180,14338
1,ELISA DILLER,COUNTY COUNCIL DISTRICT 5 (N),D,100,1,2014,1001926,0,640,600,0,100,0,0,1340,1752,0,0,24,0,247.03,0,0,0,0,2023.03
1,WILLIAM E POWERS JR,COUNTY COUNCIL DISTRICT 6 (N),D,100,1,2014,1001220,0,2550,2850,0,0,0,600,6000,1752,200,0,2572,21.84,813,0,0,0,680.01,6038.85
1,CIRO POPPITI III,REGISTER OF WILLS (N),D,100,1,2014,1003528,65000,58534.56,35798,0,3016,950,7725,171023.56,3162.12,6670,7879.89,3278.66,4865.52,23847.02,19971.58,7312.5,84725.54,2936.57,164649.4
1,CIRO POPPITI III,REGISTER OF WILLS (N),D,100,1,2014,1002266,6700,1670,1750,0,200,0,2400,12720,3600,140,1650,2140.24,0,313.34,0,0,2000,35,9878.58
1,MICHAEL E KOZIKOWSKI,RECORDER OF DEEDS (N),D,58.7,1,2014,1000292,5000,6310,3910,0,4255,1900,125,21500,3600,395,2508.97,659.98,68,2676.87,2595.99,284.54,0,45.03,12834.38
0,BETTY LOU MCKENNA,RECORDER OF DEEDS (K),D,50,0,2014,1002249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,BETTY LOU MCKENNA,RECORDER OF DEEDS (K),D,50,0,2014,1003137,0,1000,2598,0,100,800,0,4498,1216.68,70,1058.09,474.61,0,156,1929.8,0,0,395.37,5300.55
0,LAMAR GUNN,RECORDER OF DEEDS (K),R,50,0,2014,1003154,8045.8,850,2250,0,200,1100,1200,13645.8,0,0,18027.92,96,0,2567.11,4610.49,608,300,0,26209.52
0,DAVID TANCREDI,RECORDER OF DEEDS (N),R,38.5,0,2014,1003021,7461.38,3550,600,0,1908.83,0,0,13520.21,3600,0,150,1451.6,98,2815.28,4946.12,236.64,0,12.81,13310.45
1,TRINIDAD NAVARRO,SHERIFF (N),D,88.8,1,2014,1002099,0,1150,2750,200,300,0,0,4400,3600,550,1009.4,2126,0,1617.5,233.55,0,0,703.59,9840.04
1,TRINIDAD NAVARRO,SHERIFF (N),D,88.8,1,2014,1003501,5000,27085,22430,0,10465,1450,3525,69955,4484.78,830,4598.4,4379.85,7375.71,6706.4,18476.25,327.96,4778.2,441.76,52399.31
1,TERRY L PEPPER,LEVY COURT AT LARGE (K),D,51.5,1,2014,1002289,2500,4952,2700,0,4767,1045,200,16164,1216.68,0,0,0,0,1493.5,2934,0,0,5,5649.18
0,CHARLES HURD,LEVY COURT AT LARGE (K),R,48.5,0,2014,1003026,7218,850,1350,0,845,0,0,10263,0,0,0,433.25,0,13721.94,625,0,0,230.06,15010.25
1,BRADLEY S EABY,2ND LEVY COURT DISTRICT (K),D,100,1,2014,1003308,8655.56,25016.36,5700,0,8557.48,2364.81,0,50294.21,3320.23,2947.24,4460.32,9311.96,774.9,20362.79,5807.28,7633.81,7150,20,61788.53
1,BRADLEY S EABY,2ND LEVY COURT DISTRICT (K),D,100,1,2014,1002271,3571.96,4150,0,0,159.86,0,0,7881.82,0,0,0,0,0,0,0,0,0,0,0
1,ERIC BUCKSON,4TH LEVY COURT DISTRICT (K),R,100,1,2014,1001219,0,2100,0,0,775,300,600,3775,608,575,0,468,0,0,0,0,0,98.48,1749.48
1,GLEN M HOWELL,6TH LEVY COURT DISTRICT (K),R,100,1,2014,1002290,608,400,0,0,400,0,0,1408,608,0,60.92,50,0,0,207.32,0,0,14.91,941.15
0,CYNTHIA GREEN,REGISTER OF WILLS (K),R,61.2,1,2014,1002235,1368,1100,0,0,600,0,0,3068,0,0,0,300,0,0,708.5,0,0,0,1008.5
0,GREGORY FULLER SR,REGISTER OF WILLS (K),D,38.8,0,2014,1003443,2500,8505,3755.3,0,14376.95,3781.03,1200,34118.28,3162.12,0,1592.76,5510.88,6114.3,18003.63,7802.9,374.22,0,4157.39,46718.2
0,SCOTT MORROW DAILEY,RECORDER OF DEEDS (X),R,59.3,1,2014,1002319,2910.84,950,900,0,425,0,300,5485.84,0,0,0,0,0,400,2209.93,0,0,0,2609.93
0,ALMA C ROACH,RECORDER OF DEEDS (X),D,40.7,0,2014,1002973,3783.66,1750,4016.47,0,2633.68,0,400,12583.81,0,0,580,681.44,0,1936,556.93,0,400,0,4154.37
0,JASON MOLLOHAN,SHERIFF (K),R,51.7,1,2014,1003024,10005.97,3400,2450,0,865,0,0,16720.97,0,0,245,3230.28,0,309.46,14029.98,0,0,0,17814.72
0,RICHARD A ASHLEY,SHERIFF (K),D,48.3,0,2014,1003147,1400,3639.98,2630,0,8676.22,700,0,17046.2,0,0,100,1736,85,1878.99,10238.62,24.79,0,0,14063.4
1,GEORGE B COLE,COUNTY COUNCIL DISTRICT 4 (X),R,56.2,1,2014,1003152,0,6300,3600,0,3930,0,3100,16930,0,600,0,0,450,0,52.74,0,0,0,1102.74
0,SHIRLEY A PRICE,COUNTY COUNCIL DISTRICT 4 (X),D,43.8,0,2014,1002692,16248.67,4925,5611.47,0,5931,600,300,33616.14,0,0,0,480.26,0,410,904,0,0,0,1794.26
0,ROBERT B ARLETT,COUNTY COUNCIL DISTRICT 5 (X),R,60.3,1,2014,1003168,501.72,6940.19,4600,0,1320,2475,1200,17036.91,0,300,75,20.05,0,826.72,4103.83,0,0,17.3,5342.9
0,ROBERT C WHEATLEY,COUNTY COUNCIL DISTRICT 5 (X),D,39.7,0,2014,1003089,0,9525,8900,1000,1685,1000,850,22960,0,0,802,16.25,0,2743.11,2398.54,0,0,0,5959.9
0,ROBERT T LEE,SHERIFF (X),R,61.1,1,2014,1003113,1000,1503,3600,0,1635,200,200,8138,0,0,0,587.93,3687.63,5625.04,1088,0,0,0,10988.6
0,R BEAU GOOCH,SHERIFF (X),D,38.9,0,2014,1003145,735.78,675,2400,0,1935,600,0,6345.78,0,0,0,737.1,0,478.81,1633.66,982,0,0,3831.57
0,JOHN C CARNEY JR,GOVERNOR,D,58.34,1,2016,1003532,0,514982.45,272440.72,250,16344.19,2887.84,219643.53,1026548.73,6840,21200,95222.86,94873.89,32035,453514.79,21195.29,51833.28,247607.96,4557.85,1028880.92
0,JOHN C CARNEY JR,GOVERNOR,D,58.34,1,2016,1003532,0,514982.45,272440.72,250,16344.19,2887.84,219643.53,1026548.73,6840,21200,95222.86,94873.89,32035,453514.79,21195.29,51833.28,247607.96,4557.85,1028880.92
0,ANDREW R GROFF,GOVERNOR,O,1.39,0,2016,1003532,0,514982.45,272440.72,250,16344.19,2887.84,219643.53,1026548.73,6840,21200,95222.86,94873.89,32035,453514.79,21195.29,51833.28,247607.96,4557.85,1028880.92
0,ANDREW R GROFF,GOVERNOR,O,1.39,0,2016,1003532,0,514982.45,272440.72,250,16344.19,2887.84,219643.53,1026548.73,6840,21200,95222.86,94873.89,32035,453514.79,21195.29,51833.28,247607.96,4557.85,1028880.92
0,COLIN BONINI,GOVERNOR,R,39.18,0,2016,1003502,0,34380,18477,0,0,4300,7450,64607,0,1950,2000,600,44003.33,20495,27853,678.14,17721.24,1360,116660.71
